,information,group,target,doc_id
7241,"продукт рекомбинация  характеристика  манипулирование   курсовой работа 
",81,0,21989
7242,"женский гормон  пиво  правда  вымысел  
",81,1,22135
7243,"женский гормон  пиво   недоказанный  страшилка  
",81,1,24492
7244,"причина целлюлит   худеть вместе 
",81,0,21822
7245,"  продукт содержаться эстроген  
",81,1,22432
7246,"интегрировать урок  химия   биология   тема   вредный привычка  
",81,0,23069
7247,"хотеться     нормальный  это   23 00       продолжение  
",81,0,22421
7248,"трезвость      слово    гипотеза  факт 
",81,1,21842
7249,"эректильный дисфункция 
",81,0,24174
7250,"  проверять труба  цистит 
",81,0,23376
7251,"7 1 5  прочий последствие употребление алкоголь  организм 
",81,1,23153
7252,"  похудеть   морской капуста 
",81,0,22295
7253,"  похудеть  морской капуста 
",81,0,22387
7254,"                     гв  прикорм  ссылка  статья              
",81,0,24269
7255,"женский гормон  пиво   правда  миф 
",81,1,23480
7256," ред  проф  никонов     доц  феськов  э   доц  федак б   медицина неотложный состояние  избранный клинический лекция 2 
",81,0,24841
7257,"возраст 
",81,0,23844
7258,"гинекомастия 
",81,0,22049
7259,"лечение климакс  женщина гормон медикаментозный   популярно  здоровье 
",81,0,22132
7260,"чудо витамин  микроэлемент витамин  закон здоровье 
",81,0,24456
7261,"пивной алкоголизм   передача   главное смотреть онлайн канал россия 
",81,1,24086
7262,"состав пища    популярный медицина 
",81,0,23979
7263,"untitled 
",81,0,10920
7264,"психофизиология  эволюционный психология  джек палмер  линда палмер 
",81,0,23450
7265,"                     ночной работа  питание              
",81,0,24481
7266,"стена   вконтакте 
",81,0,22978
7267,"обдумывать жить    женский форум myjane 
",81,0,23031
7268,"д  жук  биология поведение  
",81,0,24582
7269,"консультация специалист 
",81,0,23940
7270,"транспортировать наполнитель  содержать    ди     моно  электронный передающий агент  фосфатный производная     соединение   патент рф 2434643   гавин пол  au  джианелло роберт  au  огр эсра  au  
",81,0,22347
7271,"волос становиться тонкий   помощь  ваш поиск 
",81,0,24573
7272,"альтернативный лечение рак   просмотр тема   аконит  хирургия опухоль 
",81,0,24613
7273,"вредно  безалкогольный пиво   хороший журнал онлайн 
",81,1,24195
7274," лечение тело  душа 
",81,0,24185
7275,"отзыв  препарат джес   страница 280   форум woman  
",81,0,22090
7276,"ответ mail    заканчиваться дискриминация мужчина   
",81,0,22638
7277,"повышение жизненный тонус   спорт  здоровье 
",81,0,23442
7278,"руководство атлет  потребление алкоголь 
",81,0,24746
7279,"пиво   женский привычка  губительный последствие   ix студенческий научный форум   2017 
",81,0,24736
7280,"враг эрекция 
",81,0,23888
7281,"активность 
",81,0,23335
7282,"лето   жара   пииииво   обсуждение  liveinternet   российский сервис онлайн дневник 
",81,0,21785
7283,"анаболик 
",81,0,23218
7284,"фитоэстроген  женщина  40 препарат  здоровье женщина  zdorovajasemja  
",81,0,21980
7285,"допинг       страница 5   общий тема   форум power35    страница 5 
",81,0,22529
7286,"гормональный контрацептив   долго   принимать  вред  организм 
",81,0,23417
7287,"горький правда  пиво  табак 
",81,0,21684
7288,"пиво 
",81,0,22265
7289,"время   хороший доктор   плохой косметолог 
",81,0,22103
7290,"  мужчина сбросить жир  живот   обсуждение  liveinternet   российский сервис онлайн дневник 
",81,0,22412
7291,"сахар  мясо  сбалансированный питание  архив     агня йога  живой этика   теософия  наследие семья рерих  е п блаватский   учитель 
",81,0,22528
7292,"стресс  весь  др  правда  стресс      читать бесплатно онлайн  электронный вид   страница 7   единый окно 
",81,0,22820
7293,"шпора  фарм   фарм   шпора  оbmendoc    сервис   делиться учеба  
",81,0,24534
7294," шаг впирать д   page 22 
",81,0,22566
7295," вред пиво            
",81,1,23848
7296,"пиво содержаться женский гормон эстроген  гормон  женщина  kalendarberemennost  
",81,1,22209
7297,"наталья андреевна данилова  хороший книга  здоровье   здоровье женщина  энциклопедия  весь текст    modernlib   p отсутствие менструация  p     p болезненный месячный  p     p меноррагия  маточный кровотечение  p     p предменструальный синдром  p     p вульвита  p     p неспецифический вагинит  кольпит   p     p бактериальный вагиноз  p     p кандидоз влагалище  p     p трихомониаз  p     p вирусный инфекция  p     p герпес  p     p папилломавирусный инфекция  p     p эндометрит  p     p острый эндометрит  p     p хронический эндометрит  p     p сальпингоофорит  p     p острый сальпингоофорит   аднексит  p     p хронический сальпингоофорит  p     p скрытый инфекция  p     p хламидиоз  p     p уреаплазмоз  микоплазмоз  p     p контрацепция  прерывание беременность  p     p  происходить зачатие  p     p метод контрацепция  p     p посткоитальный  экстренный  средство контрацепция  p     p женский половой стерилизация  p     p бесплодие  p     p способ прерывание беременность  p     p  классический  аборт  p     p мини аборт   вакуум аспирация  p     p новое  производство аборт  p     p способ прерывание беременность  p     p возможный последствие операция аборт  p    
",81,0,21916
7298,"преимущество альфакальцидол  витамин   лечение остеопороз   интернет издание  новость медицина  фармация  
",81,0,24817
7299,"беременность 
",81,0,23909
7300,"глава 6  печ ночно клеточный недостаточность 
",81,0,22452
7301,"тестостерон норма  мужчина таблица   полезно знать 
",81,0,22987
7302,"алкоголь   секрет манипуляция  обсуждение  liveinternet   российский сервис онлайн дневник 
",81,0,21830
7303,"дар юг 
",81,0,21619
7304,"ответ mail    пиво  балтика  вредно пить  
",81,0,23564
7305,"голодание  останавливаться  прочитывать  
",81,0,22413
7306,"bernclub     зенненхунд 
",81,0,23256
7307,"пивной алкоголизм  женщина   ladyliga   ladyliga 
",81,0,24190
7308,"пластик  диабет    вопрос  эстетический  пластический хирургия 
",81,0,23365
7309,"сергей пухов   вконтакте 
",81,0,24203
7310,"бад сибирский здоровье отзыв   astrakhan pek  
",81,0,24872
7311,"стена   вконтакте 
",81,0,23880
7312,"презентация  тема   витамин    социальный сеть работник образование 
",81,0,22704
7313," уринотерапия   отзыв  лечение  свойство 
",81,0,22726
7314,"эстроген  продукт  препарат  содержать женский гормон эстроген 
",81,1,22327
7315,"гипогонадизм  гипергонадизм    каталог заболевание     медикус  посольство медицина 
",81,0,21922
7316," увеличивать грудной железа  домашний условие  эффективный метод 
",81,0,24256
7317,"женский гормон  пиво   правда  вымысел  полезный свойство  состав  рейтинг пиво 
",81,1,22217
7318,"правда  неправда  гормон   журнал здоровье   part 2 
",81,0,22482
7319,"глава 2  механизм воздействие алкоголь  организм человек   г    шичко  санкт петербург   ф  г  угол  санкт петербург      
",81,0,23849
7320," рисковать грудь     cosmex 
",81,0,21833
7321," вопрос  ответ win хр   7  8  архив     страница 6   форум обо  
",82,0,15299
7322,"скачать игра sniper elite iii  торрент бесплатно  xbox 360   рейтинг   регистрация  скриншот  видео  прошивка  обзор игра 
",82,0,15325
7323,"ответ mail      играть  rise   tomb raider  xbox 360   
",82,0,15024
7324,"ltvrb файтинг  икс бокс 360 
",82,0,17863
7325,"прошивка ps3 ps2  x box360   челябинск   вконтакте 
",82,0,15653
7326,"goldenshara org 
",82,0,5972
7327,"код  gta 4    чит код  гта 4 
",82,0,16976
7328,"игра  псп андроид скачать торрент  псп   ajdv hbr  
",82,0,16831
7329,"xbox360 minecraft  xbox 360 edition   dlc   tu19 freeboot 
",82,0,16274
7330,"nokia 5230 скачать  мобильный 
",82,0,17152
7331,"хит игра  ipad 2 
",82,0,14953
7332,"флешка   запись  рубрика флешка   дневник angelgold   liveinternet   российский сервис онлайн дневник 
",82,0,16230
7333,"  скачать  х бокс   вопроска 
",82,0,15253
7334,"скачать serious sam находить 
",82,0,14902
7335,"развивать программа  ребенок  андроид планшет 
",82,0,16674
7336,"скачать игра x men mutant academy 2    скачать бесплатно 
",82,0,15004
7337,"карта сайт    mobi7iphone us   
",82,0,16434
7338,"скачать игра  икс бокс 360  флешка   софт  мультимедиа скачать  
",82,0,15468
7339,"скачать торрент assassin  creed  rogue  2014  xbox360  freeboot   механика 
",82,0,17406
7340,"хд плеер  андроид прошивка 
",82,0,14977
7341,"minecraft  x box one 
",82,0,16968
7342,"образ вино 7  флешка 
",82,0,17763
7343," заканчиваться гта 5 
",82,0,15212
7344,"leukanterealty   blog 
",82,0,16234
7345,"прошивка next ye 2000 инструкция   мануал  совет 
",82,0,15689
7346,"fesda   neasa 
",82,0,16832
7347,"игра новинка икс бокс 360 фрибут 
",82,0,17138
7348,"чита  гта самп онлайн чит прога  открытие закрытие дверь  машина  самп видео  прицеплять машина  эвакуатор  гта самп чит  гта  машина  споллер чит  прокачка уровень  гта самп чита  гта саандерсан  машина чит  гта посадка машина  заминировать машина  гта самп видео гта самп  фростой смотреть миф  баги гта санендреас смотреть картинка  находиться миф  гта 4 смотреть  играть  гта 4 против зомби гта 4 миф  легенда видео  эсэл ключ гта 4 смотреть онлайн  находиться handling  гта 4  
",82,0,16901
7349,"xbox 360 kinect игра скачать торрент весь новинка игра  кинект 
",82,0,16999
7350,"скачать игра angry birds star wars  компьютер  ключ   closedcities  
",82,0,16190
7351,"запуск игра  usb флешка  xbox 360   это сделать  
",82,1,16575
7352," запускать игра  usb флешка  xbox 360 freeboot 
",82,1,14963
7353,"stalker portal    форум   xbox 360 
",82,0,17390
7354,"загрузка игра  xbox 360  флешка   youtube 
",82,1,14909
7355,"каждый   завершать    каждый   завершать  
",82,0,15843
7356," название  archive 
",82,0,17071
7357," imon  xbmc  архив     страница 2   форум xbmc   kodi russia 
",82,0,16735
7358,"код  gta 4 episodes  liberty city 
",82,0,16032
7359,"asus g73jh  обсуждение   архив     страница 11   клуб эксперт thg  
",82,0,15946
7360,"скачать прошивка андроид 2 3 5 htc 
",82,0,16774
7361,"minecraft x box  движок    форум minecraft россия 
",82,0,17821
7362,"xbox 360  ps3   актуальный    keddr  
",82,0,17815
7363,"скачать игра телефон samsung 3050 
",82,0,15442
7364,"скачать программа  xbox live  android 
",82,0,15605
7365,"карта сайт    life ipadmy us   
",82,0,16966
7366,"сталкер  икс бокс 360  торрент 
",82,0,17001
7367,"скачать   cfw  habib 4 53 cobra edition v1 04   кастомный прошивка  ps3  c сайт x proff  
",82,0,17574
7368,"windows 10   страница 3  elite games  
",82,0,15264
7369," dance 2017  2016  xbox 360   lt 3 0   торрент игра 2016   скачать игра  торрент 
",82,0,16734
7370," делать фаталити  бабалити  конец бой  mortal kombat 2011     разный   faqusha    сборник игровой мудрость 
",82,0,15969
7371,"скачать новый игра dark souls 2  т мные душа 2  2014   новый игра 2016 скачать торрент 
",82,0,17488
7372,"x box   part 2 
",82,0,15746
7373,"samsung 950 pro  2 pci e ssd  тонкость установка 
",82,0,15159
7374,"консоль  опрос   форум   игра  нетбук   страница 2 
",82,0,15032
7375,"чита  гта пять  икс бокс   bkplaneta   
",82,0,16585
7376,"windows 8 8 1   страница 9   windows   qwerty форум 
",82,0,15225
7377,,82,0,17122
7378," запускать игра гта 5 онлайн  иксбокс 
",82,0,14897
7379,"  относиться   пиратство    флудилка   nestgames  ng    новость мир игра  виртуальный реальность  
",82,0,15998
7380,"скачать бесплатно  прошивка фрибут игра 
",82,0,14896
7381," настраивать флешка  работа  xbox 360 скачать игра  xbox 360 торрент 
",82,1,16156
7382,"пк игра  ipad 2 
",82,0,17866
7383," canon eos  6d бюджетный полный кадр  архив     форум творческий человек 
",82,0,14854
7384,"fifa 10 x box 360   форум 
",82,0,17786
7385,"скачать плей маркет  телефон htc 
",82,0,16998
7386,"мода  майнкрафт 1 7 4 портал ган 
",82,0,15384
7387,"скачать мр3 плеер  телефон нокиа х2 00 
",82,0,15010
7388,"usb box динамика шви   бортжурнал peugeot 308  белка  2010 год  drive2 
",82,0,17634
7389,"клип   страница 21   форум клан  air temple 
",82,0,16115
7390,"образ диск восстановление система  msi   windows oem recovery сd dvd 
",82,0,14822
7391,"звонилка 1 1  android 
",82,0,15547
7392,"игровой приставка sonyplaystation x box nintendo  игра     страница 152   игра  консоль    вместе 
",82,0,17056
7393," играть  флешка  xbox 360 
",82,1,14933
7394,"продавать x box 360 elite 120gb 8500р  продавать     городской сайт тамбов    tamboff   
",82,0,16794
7395," устанавливать игра  флэшка  xbox360    youtube 
",82,1,15906
7396,,82,0,17485
7397,"скачать minecraft  xbox slim 
",82,0,15234
7398,"билайн wifi роутер прошивать 
",82,0,15120
7399,"gta 5  xbox 360 4gb играть    сеть 
",82,0,14919
7400,"android 4 0 документация  пользователь 
",82,0,16000
7401,"код  фифа 2015  х бокс код  фифа 2015  х бокс 
",82,0,17710
7402,"скачать  регистрация обновление дашборд  x box 360  2013  dvdrip   видеоурок   
",82,0,15574
7403,"бивуакзак  observer  
",82,0,6044
7404,"1 сентябрь 2013   папин дочка игра 
",82,0,17705
7405,"игра  икс бокс 360  флешка   скачать бесплатно soft  игра  film  музыка  регистрация  
",82,0,16959
7406,"прошивка lt 3 0  черес флешка играть 
",82,0,15463
7407,"скачать  rogero cex 4 30 v2 05  кастомный прошивка  ps3  рабочий   c сайт x proff  
",82,0,15992
7408,"watch dogs  2014  xbox360 скачать торрент 
",82,0,14819
7409,"x box   электроника  кенжеколь   olx kz 
",82,0,15919
7410,"одежда  предмет  аватара  xbox360  freeboot скачать 
",82,0,17416
7411,"скачать gta  нету 
",82,0,16825
7412,"naruto shippuden  ultimate ninja storm 3 full burst  xbox 360    скачать игра  торрент бесплатно   русский язык 
",82,0,17465
7413,"debian gnome  new x kernel pae  soft aleks200059 бесплатно скачать 
",82,0,15889
7414,"first person mod  xbox 360    скачать мода  игрs gta 5 
",82,0,17197
7415,"warcraft 3 frozen throne 1 26a  2003 rus pc  repack  k0t бесплатно скачать 
",82,0,17143
7416,"радиолюбитель ra4a   онлайн радиоприемник  web sdr  
",83,1,22195
7417,"радиолюбительский web sdr приемник 
",83,1,22250
7418,"     слушать радио  интернет   akak  
",83,0,24866
7419,"радиолюбитель vs спецслужба     подслушивать   
",83,0,23055
7420,"радиолюбитель   lurkmore 
",83,0,22962
7421,"радиолюбитель  смотреть онлайн 
",83,0,24961
7422,"    интернет слушать любительский вещание  
",83,1,23391
7423," любитель прослушивать радио  интернет 
",83,0,23078
7424,"сайт  радиолюбитель  интернет 
",83,0,21736
7425," любить слушать средний  короткий волна   вконтакте 
",83,0,22146
7426,"любительский кв радиосвязь  часть 1   наблюдатель   хабрахабр хабрахабр 
",83,1,24268
7427,"радиолюбительский интернет репитер  
",83,1,22859
7428,"радиосвязь  интернет   рация автомобильный  портативный   радио королев ру сайт  начинать радиолюбитель новость  
",83,0,23570
7429," слушать эфир  режим реальный время  интернет 
",83,1,23019
7430,"сайт радиолюбитель   radiosait    схема  усилитель  зарядный устройство  микроконтроллер  управление dmx 512 
",83,0,23762
7431,"sdr radio  слушать эфир  реальный время    интернет сайт      главный страница   сайт сервер rtz 2 
",83,1,21812
7432,"  послушать  интернет радиолюбитель   сайт региональный отделение союз радиолюбитель россия  томский область 
",83,0,23932
7433," послушать коротковолновик    форум 
",83,1,24414
7434,"  радиолюбитель  
",83,1,22685
7435,"общение радиолюбитель саратовский область  окрестность   просмотр тема       антенна  радио  виртуальный радиоэфир 
",83,1,22152
7436,"радиолюбитель  трансивер  переговоры   увлечение   ffclub 
",83,0,22956
7437," хотеть становиться наблюдатель    
",83,1,23615
7438," радиолюбительский эфир  интернет      форум kazus  
",83,1,23424
7439,"слушать радиолюбитель  интернет 
",83,1,22588
7440,"гоша радист  радио  радиолюбительский спутник   слушать ham радио  internet 
",83,1,22022
7441,"слушать радиолюбитель   интернет   помощь онлайн приемник  например      rn      возрождение россия 
",83,0,22887
7442," лайн радиолюбительский радио   youtube 
",83,1,23847
7443," эфир кв   слушать  internet    mcrf  
",83,1,24013
7444," слушать интернет  архив     форум радиолюбитель украина 
",83,0,22293
7445," line радиоприемник  телевидение  интернет    каталог сайт   прилуки   сайт радиолюбитель 
",83,0,21843
7446,"       радиолюбительский эфир  интернет   блог   блог геймер  игровой блог  создавать блог  вести блог  игра    
",83,1,24620
7447," выходить  эфир  компьютер  радиохулиган  радиолюбитель   техника  интернет   школажизнь ру 
",83,1,23323
7448,"связь  zello   форум радиолюбитель смоленщина 
",83,1,22441
7449," web sdr radio     послушать  
",83,0,22431
7450,"спутниковый радиосвязь  ua4bi  
",83,0,23081
7451,"websdr   послушать sdr приемник онлайн    diyhobby 
",83,1,24040
7452,"радиолюбительский программа    каталог файл   ra1ohx сайт радиолюбитель 
",83,0,22114
7453,"онлайн радиопря мник websdr    кв укв бэнд   форум ростовский автомобильный радиоканал  
",83,1,21821
7454,"sdr  мник   красноярский форум радиолюбитель 
",83,0,23086
7455,"программа  прослушивание интернет радио  компьютер   радио онлайн 
",83,0,23355
7456," слушать радио  aimp    ответ    
",83,0,24258
7457,"ответ mail   друг  подсказывать     интернет слушать радио любитель  
",83,1,23792
7458,"журнал  радио    схема  радиолюбитель 
",83,0,22620
7459,"программа  прослушивание интернет радио  компьютер   радио онлайн 
",83,0,22018
7460,"виртуальный радиолюбительский трансивер   прога    флудильня  курилка    19fm   канал общение ижевский авторадиоклуб 
",83,1,22714
7461," радиолюбительский эфир  интернет      свободный общение    форум программист 
",83,1,22169
7462,"любительский радиосвязь виртуальный  интернет рация zello 
",83,0,22042
7463,"слушать радиолюбитель онлайн   advodka  
",83,0,24477
7464,"радиолюбитель  mp3 скачать  слушать онлайн бесплатно   петамьюзик 
",83,0,24145
7465,"слушать радиоэфир  интернет   радионаблюдатель  swl  
",83,1,23628
7466,"радиолюбительский сайт  internet 
",83,0,21986
7467,"универсальный приемник sdr  интернет   форум радиолюбитель 
",83,1,24719
7468,"проблема  выращивание помидор  теплица  мелкий плод  увядание листва  плод  отсутствие  малый количество завязь  плохо расти  способ устранение проблема  видео 
",84,1,8460
7469,"подкармливать     навредить    
",84,0,10462
7470,"георгин  вредитель  болезнь 
",84,0,9695
7471," бороться  болезнь перец  
",84,0,10708
7472,"        амарилис     
",84,0,7665
7473,"почему  рассада томат желтеть  сохнуть лист  
",84,1,8202
7474,"полезный совет 
",84,0,7807
7475,"почему  помидор скручиваться лист 
",84,0,10917
7476,"тайна выращивание огурец  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,0,8313
7477,"сад  огород  цветник   запись  рубрика сад  огород  цветник   дневник неугомонный  жизнь   liveinternet   российский сервис онлайн дневник 
",84,0,7832
7478,"помидор желтеть  сохнуть лист   делать  
",84,1,10420
7479,"желтый пятно  лист огурец    цветник  желтый пятно  лист огурец    цветник  
",84,0,10946
7480,"дневник muhtuya   liveinternet   российский сервис онлайн дневник 
",84,0,7761
7481,"стена   вконтакте 
",84,0,9116
7482,"материал отфильтровывать  дата  май 2011 
",84,0,8221
7483,"  обрывать листик драцена   популярный запись 
",84,0,8644
7484,"ранний весна 
",84,0,8302
7485,"сообщество  цветоводство    обсуждение  форум   страница 13 page 13    бэби ру 
",84,0,10140
7486,"форум виноград   просмотр тема   внесение удобрение  проведение внекорневой подкормка 
",84,0,9582
7487,"материал отфильтровывать  дата  вторник  28 сентябрь 2010 
",84,0,9341
7488,"стена   вконтакте 
",84,0,8093
7489,"наталья леонтьев собчук    заметка   ok  
",84,0,8071
7490," шпинат   osadovod     сад  огород  дизайн 
",84,0,10459
7491,"болезнь лист фикус    мир фикус   форум комнатный цветок  растение 
",84,0,10937
7492,"             полезный совет   8470  49  home help polza    рассылка   subscribe                   
",84,0,9011
7493,"хеллер джозеф  уловка 22  весь текст    modernlib  
",84,0,11097
7494,"дисбаланс элемент питание  почва   удобрение 
",84,1,9689
7495,"самый опасный болезнь огурец   распознавать  вылечивать  
",84,0,7657
7496,"часть  начальный курс овощеводство  миттлайдер   курс овощеводство  миттлайдер 
",84,0,9987
7497,"таня гроттер  колодец посейдон 
",84,0,10429
7498,"комментарий  тема 
",84,0,9328
7499,"болезнь капуста   крестоцветный культура 
",84,0,8788
7500," вредитель поражать овощной культура     fermer    фермер ру   главный фермерский портал     бизнес  сельский хозяйство  форум фермер   
",84,0,8570
7501,"дача   запись  рубрика дача   дневник tomandу   liveinternet   российский сервис онлайн дневник 
",84,0,8284
7502,"6 сентябрь октябрь 2014  
",84,0,8815
7503,"драцена   посадить дед репка 
",84,0,10002
7504,"огородный удобрение  признак нехватка     применять 
",84,0,8408
7505,"комментарий  тема 
",84,1,7883
7506," рассада помидор засыхать нижний лист 
",84,1,11155
7507,"секрет удобрение морковь   
",84,0,9521
7508,"комментарий  тема 
",84,1,9033
7509,"лилия    любимый дача 
",84,0,9404
7510,"дневник serzant62   liveinternet   российский сервис онлайн дневник 
",84,0,8595
7511," малина  ежевика     результат поиск      аппяпм 
",84,0,9043
7512,"материал отфильтровывать  дата  октябрь 2011 
",84,1,8387
7513,"определение  внешний вид растение излишек питательный элемент    газета садовод    сетевой издание 
",84,0,9014
7514,"почему лист  помидор желтеть  фото  признак  причина   делать   рассада сохнуть  лечение  видео 
",84,1,7845
7515,"важный место  учебный процесс отводиться выполнение практический работа 
",84,0,8931
7516,"             домашний цветоводство  help floriculture    рассылка   subscribe                   
",84,0,8065
7517,"выращивать рассада  метод наталья щербинина  минусинск  часть 3  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,0,8151
7518,"исполнитель  ученица 7 класс    сухарев полина  руководитель симаков е 
",84,0,10882
7519,"подкормка  огород сохранять    потерять  многие считать   самый хороший подкормка   это коровяк  мол  это    дача  огород    мир mail  
",84,0,9698
7520,"почему  огурец тонкий лист 
",84,0,9199
7521,"флокс  болезнь  вредитель  мера борьба      обсуждение  liveinternet   российский сервис онлайн дневник 
",84,0,7597
7522,"почему  помидор желтеть  сохнуть лист    сад  огород 
",84,1,10769
7523,"выращивать грунтовой помидор 
",84,1,10925
7524," инструкция  хранение свежий картофель  овощ 
",84,0,9750
7525,"микобиота томат  курсовой работа  т   читать текст оnline    
",84,1,9681
7526,"вредитель лук  чеснок  время вегетация   дачный сезон 
",84,0,7557
7527,"вредитель  болезнь сельдерей   дачный калейдоскоп 
",84,0,8114
7528,"почему желтеть  сохнуть лист  томат  
",84,1,8295
7529,"хеллер джозеф  уловка 22 
",84,0,10397
7530,"ильмира богданов   вконтакте 
",84,0,9491
7531," перец   osadovod     сад  огород  дизайн 
",84,0,8666
7532,"борис андреевич бублик   манн  небо    огород  всемогущий сидерация   либрусек 
",84,0,9954
7533," рассада помидор сохнуть  желтеть лист youtube   youtube 
",84,1,9789
7534,"шкаликов    zashita rasteniy ot bolezney м  2010 
",84,1,8972
7535,"greig reichel   jsnjvy risovaniya 
",84,0,9220
7536,"сказка наталья абрамцева   страница 2   форум 
",84,0,9632
7537,"материал отфильтровывать  дата  декабрь 2010 
",84,0,10242
7538," определять нехватка минеральный вещество  почва огород   огород 
",84,1,7846
7539,"министерство сельский хозяйство российский федерация 
",84,0,9735
7540,"настоящий хозяин 2010 04 
",84,0,9142
7541,"меморандум   проза  роман     
",84,0,8263
7542,"материнство    сад    огород 
",84,0,7721
7543,"клуб  интерес  форум invision power board  
",84,0,8286
7544,"малина царица ягодный  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,0,10491
7545,"выращивание ранний огурцов 
",84,0,7793
7546,"кузнецов анатолий  бабий яр  роман документ 
",84,0,8539
7547,"реферат  томат   ценный овощной культура   bestreferat  
",84,0,8048
7548,"цветок луна календарь   запись  рубрика цветок луна календарь   дневник наташать   liveinternet   российский сервис онлайн дневник 
",84,0,8885
7549,"курс овощеводство  миттлайдер   лекция 6   
",84,0,10814
7550," лечить помидор 
",84,1,9727
7551,"создание план озеленение  использование древесный кустарниковый  травянистый растение  исключительно иметь лечебный свойство 
",84,0,8751
7552,,84,0,9164
7553,"применение препарат  байкал эм1   обмен опыт 
",84,0,7973
7554,"каталог продукция intermag 
",84,0,8469
7555,"удобрение  перец  средство  норма  особенность внесение 
",84,0,10834
7556,"дача   запись  рубрика дача   дневник любовь фреза   liveinternet   российский сервис онлайн дневник 
",84,0,8740
7557,"биология тля  защита растение  курсовой работа  т   читать текст оnline    
",84,0,11073
7558,"выращивание томат  
",84,1,8810
7559,"дача   запись  рубрика дача   дневник gaivota port   liveinternet   российский сервис онлайн дневник 
",84,0,10262
7560,"малина царица ягодный  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,0,7851
7561,"фатьянов владислав  огород  вредитель 
",84,0,7755
7562,"почему желтеть пальма    финиковый пальма пожелтеть    цветоводство    gurumix    просто сделать вс  
",84,0,9923
7563," заголовок  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,0,8382
7564," заголовок  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,1,9400
7565,"календарь русскй природа  народный примета 
",84,0,10246
7566,"marysunn    страница 1981   свой рука 
",84,0,11002
7567," записка офицер запас  
",84,0,9535
7568,"борьба  болезнь  вызывать плохой почва 
",84,0,7614
7569,"почему желтеть  сохнуть лист  рассада помидор 
",84,1,8773
7570," заголовок  обсуждение  liveinternet   российский сервис онлайн дневник 
",84,1,10068
7571,"анкета   трикки   тест  девочка 
",85,0,23983
7572,"  звать скачать торрент бесплатно  хороший качество 
",85,0,24845
7573,"    звать    youtube 
",85,0,24008
7574,"  звать   штормовой предупреждение  2014    nudb tv 
",85,0,22548
7575,"  звать  нигина сайфуллаев   2014  драма  web dlrip     rutracker org 
",85,1,22965
7576,"  звать  2014    смотреть онлайн   кинопоиск 
",85,1,24715
7577,"  звать  2014    русский трейлер  2  hd  смотреть онлайн видео    tv online   кинопоиск  хороший качество   
",85,1,23007
7578,"сериал  звать эрл 2 сезон  name  earl смотреть онлайн бесплатно  
",85,0,22648
7579,"  звать  2014  смотреть онлайн  хороший качество hd 720p 
",85,1,23763
7580,"  звать   фильм    журнал  сеанс  
",85,0,23664
7581,"  звать    алейхем шолом   читать бесплатно онлайн   регистрация скачать бесплатно электронный книга  формат тхт  doc rtf  
",85,0,23412
7582,"александра бортич  биография  фото   кино mail  
",85,1,24340
7583,"сериал  звать эрл 3 сезон  name  earl смотреть онлайн бесплатно  
",85,0,23462
7584,"  звать   трейлер  2014    youtube 
",85,1,22557
7585,"  звать   смотреть фильм онлайн кинобанд бесплатно 
",85,1,24337
7586," звать троица    call  trinity   б  ключер   1970  италия  спагетти   вестерн  комедия  dvd9     rutracker org 
",85,0,21763
7587," экран выходить фильм нигина сайфуллаева    звать    российский газета 
",85,1,24939
7588,"  звать 2014 смотреть онлайн бесплатно  хороший качество  zerx club 
",85,1,24598
7589,"хотеть   угадывать    звать     тест   аетерн 
",85,1,22183
7590,"  звать   отзыв покупатель 
",85,1,22007
7591,"трейлер российский фильм    звать   смотреть  kinonews   
",85,1,22540
7592,"рецензия  фильм      звать    кино театр ру 
",85,1,23692
7593,"фильм   звать  2014  смотреть онлайн  hd 720 качество 
",85,1,24658
7594,"  звать смотреть онлайн  смотреть   звать бесплатно  хороший качество 
",85,1,22077
7595,"  звать  2014    информация  фильм    российский фильм   кино театр ру 
",85,1,24088
7596,"крым наш     звать   режиссер нигина сайфуллаев   искусство кино 
",85,1,22880
7597,"  звать  2014    видеохостинг clipiki  
",85,0,21681
7598,"   звать   съемка откровенный сцена  кино   интервью  кинопоиск 
",85,1,22157
7599,"фильм   звать  2014    актер  роль    российский фильм   кино театр ру 
",85,1,22821
7600,"фильм   звать  name     смотреть онлайн бесплатно  легально  megogo net 
",85,0,23542
7601,"  звать  2014  фильм смотреть онлайн полностью бесплатно 
",85,1,23495
7602,"смотреть онлайн   звать  2014   хороший качество бесплатно 
",85,1,24134
7603,"  звать  2014  смотреть онлайн  хороший качество бесплатно online film  
",85,0,24964
7604,"фильм   звать  2014    смотреть онлайн    российский фильм   кино театр ру 
",85,1,24434
7605,"mail   почта  поиск  интернет  новость  игра 
",85,0,8530
7606," name  masha    звать маша 
",85,1,22590
7607,"  звать 2014 смотреть онлайн  hd 720 бесплатно  хороший качество 
",85,1,22708
7608,"фильм   звать смотреть онлайн 2014 бесплатно online 
",85,1,22764
7609,"  звать  2014    расписание сеанс  москва   кинопоиск 
",85,1,24281
7610,"трейлер    звать   2014  дата выход фильм 
",85,1,22460
